"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.og_image","Input.updated_image","Input.gold_standard","Input.set","Input.group","Answer.description","Approve","Reject"
"3RHLQY6EDVEE01DTRMJUXGHD3OB4DG","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","35USIKEBNUQ4OK6EP6VEF39809U6NI","A1UBLIWJ572DMH","Approved","Fri Apr 23 16:49:30 PDT 2021","Fri Apr 23 16:50:16 PDT 2021","Mon Apr 26 16:50:16 PDT 2021","Mon Apr 26 16:50:57 PDT 2021","","","46","100% (21/21)","100% (21/21)","100% (21/21)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/7ZcGKL5F/Avatar-Maker-1.png","Made the eyebrows thicker.","1","1","Left avatar must enhance eyebrows to thicken them"
"3RHLQY6EDVEE01DTRMJUXGHD3OB4DG","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3GLB5JMZF05XZ147CPQXVPA3GJODG2","AJKPWDUFU6KVZ","Approved","Fri Apr 23 16:06:37 PDT 2021","Fri Apr 23 16:07:25 PDT 2021","Mon Apr 26 16:07:25 PDT 2021","Mon Apr 26 16:07:57 PDT 2021","","","48","100% (20/20)","100% (20/20)","100% (20/20)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/7ZcGKL5F/Avatar-Maker-1.png","Made the eyebrows thicker.","1","1","her eyebrown look different but it doesnt change her facial expression"
"3RHLQY6EDVEE01DTRMJUXGHD3OB4DG","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3O6CYIULEGBFDP5TDPK4RS0FW7AUWT","AE6ZTB79U0IGH","Approved","Fri Apr 23 16:17:35 PDT 2021","Fri Apr 23 16:17:55 PDT 2021","Mon Apr 26 16:17:55 PDT 2021","Mon Apr 26 16:17:57 PDT 2021","","","20","100% (24/24)","100% (24/24)","100% (24/24)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/7ZcGKL5F/Avatar-Maker-1.png","Made the eyebrows thicker.","1","1","Make the eyebrows thicker"
"32W3UF2EZQV4V97FRQOJDAZVIOZ4CG","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","33CUSNVVNQM6PR2YCJ3THKF4H9H88E","AE6ZTB79U0IGH","Approved","Fri Apr 23 16:26:21 PDT 2021","Fri Apr 23 16:26:58 PDT 2021","Mon Apr 26 16:26:58 PDT 2021","Mon Apr 26 16:27:57 PDT 2021","","","37","100% (24/24)","100% (24/24)","100% (24/24)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/ydCJzrXn/Avatar-Maker-2.png","Made the eyes bigger and more open, and added some eyelashes. Looked more surprised.","1","2","Turn the eyes into giant circular eyes"
"32W3UF2EZQV4V97FRQOJDAZVIOZ4CG","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3E47SOBEYT61Q04O2HVPWV51AW5CIU","AJKPWDUFU6KVZ","Approved","Fri Apr 23 16:11:44 PDT 2021","Fri Apr 23 16:12:33 PDT 2021","Mon Apr 26 16:12:33 PDT 2021","Mon Apr 26 16:12:57 PDT 2021","","","49","100% (20/20)","100% (20/20)","100% (20/20)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/ydCJzrXn/Avatar-Maker-2.png","Made the eyes bigger and more open, and added some eyelashes. Looked more surprised.","1","2","in the first one she look normal, in the second one she look surprised because of her eyes"
"32W3UF2EZQV4V97FRQOJDAZVIOZ4CG","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3S96KQ6I9PE146QDWPP4U8PS6D3TDY","A1UBLIWJ572DMH","Approved","Fri Apr 23 16:55:36 PDT 2021","Fri Apr 23 16:55:59 PDT 2021","Mon Apr 26 16:55:59 PDT 2021","Mon Apr 26 16:56:57 PDT 2021","","","23","100% (21/21)","100% (21/21)","100% (21/21)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/ydCJzrXn/Avatar-Maker-2.png","Made the eyes bigger and more open, and added some eyelashes. Looked more surprised.","1","2","Left avatar must open her eyes as widely as she possibly can"
"3P4C70TRMTRDATU5Z4JJPIML22MGLV","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3S3AMIZX3XFKIPO2A3UE5YPOISDCDA","A3B0AB2C9SIHN","Approved","Fri Apr 23 18:11:05 PDT 2021","Fri Apr 23 18:12:11 PDT 2021","Mon Apr 26 18:12:11 PDT 2021","Mon Apr 26 18:13:02 PDT 2021","","","66","100% (16/16)","100% (16/16)","100% (16/16)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/vB748L0y/Avatar-Maker-3.png","Made the mouth open into a smile with teeth showing.","1","3","make the mouth open and smily and eyes little bit open"
"3P4C70TRMTRDATU5Z4JJPIML22MGLV","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3Z3ZLGNNSL4QUYWOMWPXCUSTVT9Q3D","AE6ZTB79U0IGH","Approved","Fri Apr 23 16:13:22 PDT 2021","Fri Apr 23 16:13:43 PDT 2021","Mon Apr 26 16:13:43 PDT 2021","Mon Apr 26 16:13:57 PDT 2021","","","21","100% (24/24)","100% (24/24)","100% (24/24)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/vB748L0y/Avatar-Maker-3.png","Made the mouth open into a smile with teeth showing.","1","3","Open the mouth and show the teeth while smiling"
"3P4C70TRMTRDATU5Z4JJPIML22MGLV","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","3Z9WI9EOZ2YJD35SOCU2K2HUFS4HKO","A1UBLIWJ572DMH","Approved","Fri Apr 23 16:43:30 PDT 2021","Fri Apr 23 16:44:01 PDT 2021","Mon Apr 26 16:44:01 PDT 2021","Mon Apr 26 16:44:57 PDT 2021","","","31","100% (21/21)","100% (21/21)","100% (21/21)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/vB748L0y/Avatar-Maker-3.png","Made the mouth open into a smile with teeth showing.","1","3","Left avatar must open lips in pleasant smile"
"3GV1I4SEOBZBD05ZNRAXDR9W8OJ6LJ","3M6I6ITMWC45FX8AJBVOLZBA18WQDG","Write a description to transform the left avatar into the right avatar","Given an image of two avatars, write a sentence describing the changes to transform avatar 1 into avatar 2.","image, summarization","$0.01","Fri Apr 23 15:18:59 PDT 2021","3","BatchId:4419247;OriginalHitTemplateId:928390876;","3600","259200","Fri Apr 30 15:18:59 PDT 2021","","","38BQUHLA9ZAOV8RID128JO6ZGJDMOM","A1UBLIWJ572DMH","Approved","Fri Apr 23 16:44:01 PDT 2021","Fri Apr 23 16:44:31 PDT 2021","Mon Apr 26 16:44:31 PDT 2021","Mon Apr 26 16:44:57 PDT 2021","","","30","100% (21/21)","100% (21/21)","100% (21/21)","https://i.postimg.cc/3wvyVHpd/Avatar-Maker.png","https://i.postimg.cc/XvLMVr9h/Avatar-Maker-4.png","Made the eyebrows thicker. Made the eyes bigger and more open, and added some eyelashes. Looked more surprised.","1","4","Left avatar must open eyes widely"
